dt1,open,high,low,close,volume
2023-01-12 01:00:00,1415.22,1416.39,1397.09,1401.46,64540.1168
2023-01-12 02:00:00,1401.46,1408.5,1396.93,1399.59,35465.9517
2023-01-12 03:00:00,1399.59,1403.41,1398.86,1400.99,19971.4457
2023-01-12 04:00:00,1400.99,1404.84,1400.48,1403.48,12812.5503
2023-01-12 05:00:00,1403.47,1405.12,1393.45,1395.14,22827.7239
2023-01-12 06:00:00,1395.13,1401.75,1395.02,1398.93,14163.884
2023-01-12 07:00:00,1398.93,1402.46,1396.7,1398.45,20040.8372
2023-01-12 08:00:00,1398.44,1400.34,1394.86,1400.33,16468.8092
2023-01-12 09:00:00,1400.34,1403.11,1399.5,1400.03,25404.7941
2023-01-12 10:00:00,1400.04,1402.25,1396.93,1399.83,22148.7679
2023-01-12 11:00:00,1399.83,1399.84,1395.17,1397.78,17393.974
2023-01-12 12:00:00,1397.78,1399.92,1391.67,1399.45,28264.202
2023-01-12 13:00:00,1399.44,1408.0,1361.92,1405.15,127942.9457
2023-01-12 14:00:00,1405.14,1407.98,1372.42,1381.0,70193.515
2023-01-12 15:00:00,1381.0,1388.84,1379.96,1386.07,27627.6096
2023-01-12 16:00:00,1386.07,1388.57,1383.25,1386.88,12757.8712
2023-01-12 17:00:00,1386.89,1432.79,1383.52,1428.72,85998.5006
2023-01-12 18:00:00,1428.72,1432.15,1412.51,1421.26,48254.5873
2023-01-12 19:00:00,1421.27,1437.6,1417.3,1425.86,31927.8966
2023-01-12 20:00:00,1425.86,1434.99,1423.09,1433.42,26025.4885
2023-01-12 21:00:00,1433.41,1438.0,1422.83,1426.14,33974.5666
2023-01-12 22:00:00,1426.15,1427.19,1415.84,1422.54,19060.0465
2023-01-12 23:00:00,1422.54,1422.55,1414.06,1415.92,16573.4352
2023-01-13 00:00:00,1415.91,1418.14,1403.0,1406.04,33089.9108
2023-01-13 01:00:00,1406.04,1408.9,1401.03,1407.18,18341.2391
2023-01-13 02:00:00,1407.17,1409.49,1405.26,1409.07,10626.5183
2023-01-13 03:00:00,1409.07,1415.17,1408.29,1415.01,17780.1436
2023-01-13 04:00:00,1415.0,1415.64,1410.52,1410.9,9725.3127
2023-01-13 05:00:00,1410.89,1413.41,1406.08,1406.77,8548.8886
2023-01-13 06:00:00,1406.77,1411.9,1405.58,1411.14,6197.3336
2023-01-13 07:00:00,1411.14,1411.67,1405.4,1408.12,9703.4726
2023-01-13 08:00:00,1408.11,1410.02,1406.66,1408.74,9439.1843
2023-01-13 09:00:00,1408.73,1412.86,1408.58,1410.0,14716.0575
2023-01-13 10:00:00,1410.0,1419.5,1404.0,1416.51,29804.1609
2023-01-13 11:00:00,1416.51,1416.96,1407.55,1409.71,14282.8123
2023-01-13 12:00:00,1409.71,1410.55,1401.61,1406.79,12446.3501
2023-01-13 13:00:00,1406.79,1407.7,1403.56,1404.76,13621.7293
2023-01-13 14:00:00,1404.75,1416.59,1402.89,1409.62,20418.5791
2023-01-13 15:00:00,1409.61,1424.48,1408.78,1421.98,38897.4878
2023-01-13 16:00:00,1421.98,1422.49,1406.96,1411.67,28283.4383
2023-01-13 17:00:00,1411.66,1424.78,1410.65,1417.12,25660.1376
2023-01-13 18:00:00,1417.12,1425.28,1415.86,1416.32,17050.6604
2023-01-13 19:00:00,1416.32,1420.67,1414.71,1420.23,13532.5816
2023-01-13 20:00:00,1420.23,1430.95,1417.35,1426.73,27376.6843
2023-01-13 21:00:00,1426.73,1462.0,1420.77,1455.14,64967.6627
2023-01-13 22:00:00,1455.13,1464.0,1448.19,1453.35,34358.2051
2023-01-13 23:00:00,1453.38,1456.91,1442.0,1451.2,20509.3143
2023-01-14 00:00:00,1451.21,1599.98,1449.14,1540.62,197822.7579
2023-01-14 01:00:00,1540.61,1560.58,1536.0,1551.74,85121.8741
2023-01-14 02:00:00,1551.74,1560.0,1549.69,1557.75,46290.7768
2023-01-14 03:00:00,1557.74,1559.5,1547.46,1556.08,37642.273
2023-01-14 04:00:00,1556.08,1557.62,1550.98,1553.23,23152.6086
2023-01-14 05:00:00,1553.23,1554.26,1541.28,1546.63,29703.5939
2023-01-14 06:00:00,1546.63,1557.06,1546.63,1556.57,21163.7823
2023-01-14 07:00:00,1556.56,1557.47,1549.68,1553.43,20008.4487
2023-01-14 08:00:00,1553.43,1564.69,1552.59,1563.0,25846.6101
2023-01-14 09:00:00,1563.0,1563.68,1507.74,1522.7,113617.1695
2023-01-14 10:00:00,1522.69,1523.54,1503.34,1522.29,36162.2919
2023-01-14 11:00:00,1522.29,1536.0,1521.78,1530.09,26633.7524
2023-01-14 12:00:00,1530.08,1546.88,1520.59,1538.67,32936.3961
2023-01-14 13:00:00,1538.68,1540.28,1529.41,1533.35,23346.0707
2023-01-14 14:00:00,1533.34,1546.84,1507.15,1522.72,67022.5268
2023-01-14 15:00:00,1522.71,1528.61,1516.76,1525.18,28036.1585
2023-01-14 16:00:00,1525.19,1532.62,1523.18,1528.72,19675.4437
2023-01-14 17:00:00,1528.73,1536.96,1526.69,1529.26,17743.9177
2023-01-14 18:00:00,1529.27,1535.18,1525.29,1533.01,16101.2446
2023-01-14 19:00:00,1533.0,1538.2,1526.67,1529.49,16207.9358
2023-01-14 20:00:00,1529.49,1537.56,1527.12,1534.97,9248.964
2023-01-14 21:00:00,1534.97,1541.56,1531.12,1538.61,15097.2271
2023-01-14 22:00:00,1538.61,1559.91,1537.61,1551.06,17498.8495
2023-01-14 23:00:00,1551.06,1554.43,1544.61,1549.9,14611.1037
2023-01-15 00:00:00,1549.91,1552.22,1516.12,1527.99,44623.6036
2023-01-15 01:00:00,1528.0,1530.28,1519.51,1528.4,16397.0923
2023-01-15 02:00:00,1528.4,1531.35,1519.71,1522.23,10045.8548
2023-01-15 03:00:00,1522.23,1526.85,1516.03,1525.4,15047.0725
2023-01-15 04:00:00,1525.4,1529.17,1524.71,1526.64,6283.6017
2023-01-15 05:00:00,1526.63,1530.25,1524.33,1528.42,7674.688
2023-01-15 06:00:00,1528.42,1529.61,1524.3,1525.72,5116.0393
2023-01-15 07:00:00,1525.73,1529.17,1521.54,1529.16,8500.8173
2023-01-15 08:00:00,1529.16,1530.78,1518.76,1523.03,15540.5906
2023-01-15 09:00:00,1523.03,1533.3,1520.0,1532.74,15970.0947
2023-01-15 10:00:00,1532.74,1533.14,1527.49,1532.04,10872.1774
2023-01-15 11:00:00,1532.03,1535.04,1528.54,1533.35,13134.3107
2023-01-15 12:00:00,1533.36,1538.86,1528.93,1531.95,12233.4082
2023-01-15 13:00:00,1531.94,1540.93,1530.08,1531.79,15769.4389
2023-01-15 14:00:00,1531.79,1543.06,1531.0,1540.09,14423.4373
2023-01-15 15:00:00,1540.08,1560.16,1538.24,1556.35,32195.1201
2023-01-15 16:00:00,1556.35,1563.52,1543.36,1545.25,26716.173
2023-01-15 17:00:00,1545.25,1566.66,1545.25,1551.36,30255.5846
2023-01-15 18:00:00,1551.36,1551.76,1533.0,1547.87,33402.064
2023-01-15 19:00:00,1547.88,1557.19,1542.0,1550.15,12639.9878
2023-01-15 20:00:00,1550.14,1554.55,1546.08,1553.68,8586.0041
2023-01-15 21:00:00,1553.68,1554.48,1548.74,1551.96,6095.9189
2023-01-15 22:00:00,1551.96,1560.52,1542.29,1557.55,13277.8361
2023-01-15 23:00:00,1557.55,1560.93,1547.69,1552.52,13031.7979
2023-01-16 00:00:00,1552.52,1560.4,1540.54,1557.06,20290.3028
2023-01-16 01:00:00,1557.06,1577.92,1553.83,1568.02,48436.4934
2023-01-16 02:00:00,1568.03,1584.58,1563.15,1572.5,35067.2241
2023-01-16 03:00:00,1572.51,1574.48,1564.1,1569.19,24010.6047
2023-01-16 04:00:00,1569.19,1573.77,1567.44,1572.32,12963.9078
2023-01-16 05:00:00,1572.33,1577.2,1571.0,1576.03,15461.1216
2023-01-16 06:00:00,1576.03,1578.54,1569.36,1571.2,22153.4002
2023-01-16 07:00:00,1571.2,1571.33,1562.25,1565.95,13740.4517
2023-01-16 08:00:00,1565.96,1566.25,1523.2,1537.45,62033.1757
2023-01-16 09:00:00,1537.46,1545.72,1536.0,1544.4,12060.3949
2023-01-16 10:00:00,1544.4,1552.97,1544.03,1546.98,12317.3857
2023-01-16 11:00:00,1546.98,1548.4,1539.54,1542.32,11437.1063
2023-01-16 12:00:00,1542.31,1546.18,1537.85,1539.0,10984.2616
2023-01-16 13:00:00,1539.0,1545.96,1539.0,1544.67,18137.6561
2023-01-16 14:00:00,1544.67,1549.27,1531.79,1542.37,18976.7703
2023-01-16 15:00:00,1542.37,1553.38,1521.31,1549.97,41096.5336
2023-01-16 16:00:00,1549.97,1559.32,1545.71,1551.51,17461.3409
2023-01-16 17:00:00,1551.51,1562.14,1548.66,1561.44,20082.4765
2023-01-16 18:00:00,1561.45,1574.69,1557.4,1572.55,20449.2754
2023-01-16 19:00:00,1572.54,1604.5,1571.69,1591.23,60767.0368
2023-01-16 20:00:00,1591.22,1599.26,1584.13,1587.02,19967.4795
2023-01-16 21:00:00,1587.02,1587.58,1574.0,1579.58,23120.9395
2023-01-16 22:00:00,1579.59,1585.88,1578.2,1580.0,11020.9998
2023-01-16 23:00:00,1580.01,1582.69,1572.95,1576.94,22586.5564
2023-01-17 00:00:00,1576.94,1582.6,1558.66,1566.27,40478.2355
2023-01-17 01:00:00,1566.27,1569.37,1541.15,1556.01,35411.693
2023-01-17 02:00:00,1556.01,1563.49,1552.81,1562.35,9645.5907
2023-01-17 03:00:00,1562.35,1566.11,1558.18,1563.59,8209.6638
2023-01-17 04:00:00,1563.59,1577.55,1561.71,1567.73,16537.6719
2023-01-17 05:00:00,1567.73,1571.27,1567.01,1570.06,6303.4287
2023-01-17 06:00:00,1570.07,1570.53,1558.16,1559.7,8327.079
2023-01-17 07:00:00,1559.7,1568.29,1558.23,1563.35,11681.8916
2023-01-17 08:00:00,1563.35,1569.74,1562.74,1569.11,14668.0754
2023-01-17 09:00:00,1569.11,1572.03,1562.86,1565.12,9098.0596
2023-01-17 10:00:00,1565.12,1565.55,1558.2,1561.78,10987.1691
2023-01-17 11:00:00,1561.77,1569.77,1560.66,1569.07,12816.6632
2023-01-17 12:00:00,1569.08,1576.28,1565.15,1570.06,26591.2673
2023-01-17 13:00:00,1570.06,1573.5,1564.43,1570.28,16917.5388
2023-01-17 14:00:00,1570.29,1609.0,1566.59,1580.93,94247.6138
2023-01-17 15:00:00,1580.92,1587.89,1560.97,1571.4,43415.7568
2023-01-17 16:00:00,1571.41,1578.94,1565.0,1574.09,20451.7908
2023-01-17 17:00:00,1574.09,1581.0,1568.5,1579.1,23365.0751
2023-01-17 18:00:00,1579.1,1599.14,1575.86,1595.66,26781.0312
2023-01-17 19:00:00,1595.67,1596.55,1585.85,1588.85,17380.3368
2023-01-17 20:00:00,1588.86,1592.64,1578.25,1586.76,15603.2029
2023-01-17 21:00:00,1586.76,1587.88,1576.03,1580.85,11760.7286
2023-01-17 22:00:00,1580.86,1581.83,1571.9,1574.17,8016.1777
2023-01-17 23:00:00,1574.16,1578.53,1563.69,1565.57,18075.9806
2023-01-18 00:00:00,1565.56,1574.58,1562.93,1570.59,13596.5937
2023-01-18 01:00:00,1570.6,1581.44,1570.18,1581.09,13895.7342
2023-01-18 02:00:00,1581.09,1587.72,1570.44,1583.95,25015.9896
2023-01-18 03:00:00,1583.96,1592.01,1581.51,1582.01,20188.6731
2023-01-18 04:00:00,1582.0,1585.85,1578.86,1585.38,10783.136
2023-01-18 05:00:00,1585.38,1588.72,1583.5,1587.26,11934.1017
2023-01-18 06:00:00,1587.26,1587.75,1580.3,1582.05,10383.3378
2023-01-18 07:00:00,1582.05,1584.1,1579.63,1583.14,15091.6254
2023-01-18 08:00:00,1583.14,1583.77,1571.57,1576.66,18081.0446
2023-01-18 09:00:00,1576.66,1582.0,1570.67,1578.47,15224.8876
2023-01-18 10:00:00,1578.48,1579.62,1572.27,1573.6,9872.6906
2023-01-18 11:00:00,1573.6,1578.41,1573.05,1575.9,6836.9247
2023-01-18 12:00:00,1575.9,1583.58,1575.9,1580.09,9517.8259
2023-01-18 13:00:00,1580.09,1599.0,1575.6,1594.24,52421.9863
2023-01-18 14:00:00,1594.23,1610.0,1586.92,1593.64,60405.3498
2023-01-18 15:00:00,1593.64,1602.7,1533.02,1549.75,109499.3893
2023-01-18 16:00:00,1549.63,1549.96,1501.39,1538.24,143546.1123
2023-01-18 17:00:00,1538.23,1566.88,1535.0,1541.58,84124.9329
2023-01-18 18:00:00,1541.58,1555.0,1536.0,1542.03,30508.9995
2023-01-18 19:00:00,1542.03,1549.1,1538.12,1541.96,13174.3106
2023-01-18 20:00:00,1541.96,1544.78,1516.55,1521.38,30763.2242
2023-01-18 21:00:00,1521.38,1532.46,1519.62,1528.46,13064.2538
2023-01-18 22:00:00,1528.46,1531.67,1517.39,1531.38,12766.0369
2023-01-18 23:00:00,1531.39,1533.28,1507.9,1511.43,21837.7252
2023-01-19 00:00:00,1511.44,1523.25,1509.15,1516.26,18982.5522
2023-01-19 01:00:00,1516.25,1523.8,1515.51,1518.14,9312.9368
2023-01-19 02:00:00,1518.15,1526.38,1513.91,1525.07,9716.0774
2023-01-19 03:00:00,1525.08,1528.0,1523.45,1524.82,6372.4671
2023-01-19 04:00:00,1524.82,1532.5,1524.82,1528.37,7071.4803
2023-01-19 05:00:00,1528.36,1532.06,1526.66,1528.14,3960.0412
2023-01-19 06:00:00,1528.14,1531.78,1525.12,1530.56,7205.3839
2023-01-19 07:00:00,1530.57,1532.38,1527.39,1528.65,5736.5353
2023-01-19 08:00:00,1528.65,1531.64,1526.09,1527.03,7159.766
2023-01-19 09:00:00,1527.04,1528.59,1519.55,1527.58,10300.473
2023-01-19 10:00:00,1527.58,1529.03,1522.2,1525.28,6087.2868
2023-01-19 11:00:00,1525.27,1525.37,1516.17,1519.61,12086.7352
2023-01-19 12:00:00,1519.6,1523.11,1513.33,1519.19,11231.2795
2023-01-19 13:00:00,1519.19,1528.23,1513.38,1525.07,20335.4012
2023-01-19 14:00:00,1525.07,1538.91,1519.54,1532.9,34537.6468
2023-01-19 15:00:00,1532.89,1547.86,1531.28,1533.09,27850.2425
2023-01-19 16:00:00,1533.09,1539.95,1530.78,1535.11,13534.8483
2023-01-19 17:00:00,1535.1,1541.61,1522.65,1529.37,16934.571
2023-01-19 18:00:00,1529.38,1543.33,1528.01,1539.08,11574.9136
2023-01-19 19:00:00,1539.09,1554.52,1537.06,1551.95,20774.0788
2023-01-19 20:00:00,1551.95,1564.43,1551.94,1557.44,19952.4484
2023-01-19 21:00:00,1557.45,1560.12,1545.0,1545.01,12106.197
2023-01-19 22:00:00,1545.0,1552.63,1544.27,1551.5,8937.7756
2023-01-19 23:00:00,1551.51,1555.66,1546.55,1551.09,6918.3266
2023-01-20 00:00:00,1551.09,1554.68,1546.0,1548.21,9966.8079
2023-01-20 01:00:00,1548.22,1558.21,1545.51,1556.18,8390.0406
2023-01-20 02:00:00,1556.18,1563.88,1553.61,1553.66,12407.6565
2023-01-20 03:00:00,1553.66,1556.12,1551.29,1554.54,4589.1313
2023-01-20 04:00:00,1554.55,1556.66,1545.98,1546.92,9126.3026
2023-01-20 05:00:00,1546.91,1551.0,1542.74,1547.12,10561.4792
2023-01-20 06:00:00,1547.11,1549.35,1543.35,1545.15,7548.0239
2023-01-20 07:00:00,1545.15,1553.18,1542.02,1550.33,12720.2804
2023-01-20 08:00:00,1550.32,1553.04,1545.26,1551.96,17744.6765
2023-01-20 09:00:00,1551.95,1555.85,1548.44,1552.55,8166.8964
2023-01-20 10:00:00,1552.55,1553.38,1548.44,1552.7,5157.1687
2023-01-20 11:00:00,1552.71,1554.01,1548.88,1549.49,4945.3868
2023-01-20 12:00:00,1549.48,1560.69,1549.02,1558.11,10813.4817
2023-01-20 13:00:00,1558.11,1562.7,1552.58,1554.16,8562.9254
2023-01-20 14:00:00,1554.17,1568.0,1551.44,1560.79,20702.2685
2023-01-20 15:00:00,1560.78,1569.9,1559.36,1563.69,15353.3205
2023-01-20 16:00:00,1563.69,1593.38,1561.61,1585.32,40180.9408
2023-01-20 17:00:00,1585.32,1596.55,1585.32,1592.02,24675.6487
2023-01-20 18:00:00,1592.03,1598.76,1583.66,1592.0,22812.8519
2023-01-20 19:00:00,1592.0,1601.53,1589.0,1600.49,19790.5392
2023-01-20 20:00:00,1600.49,1644.39,1600.48,1641.35,81252.2184
2023-01-20 21:00:00,1641.34,1650.95,1635.38,1636.83,27894.363
2023-01-20 22:00:00,1636.83,1669.9,1635.97,1651.94,37783.6154
2023-01-20 23:00:00,1651.93,1662.48,1649.64,1658.52,19424.9731
2023-01-21 00:00:00,1658.53,1676.61,1653.21,1654.71,41929.5557
2023-01-21 01:00:00,1654.7,1658.17,1652.23,1652.26,15599.5417
2023-01-21 02:00:00,1652.25,1657.0,1642.6,1648.46,16476.1281
2023-01-21 03:00:00,1648.45,1650.34,1644.49,1648.8,9754.9628
2023-01-21 04:00:00,1648.81,1654.92,1647.0,1650.45,9497.2232
2023-01-21 05:00:00,1650.46,1650.46,1645.42,1646.02,7092.5395
2023-01-21 06:00:00,1646.03,1654.33,1645.04,1652.96,10127.6052
2023-01-21 07:00:00,1652.96,1654.0,1649.43,1651.19,8990.7216
2023-01-21 08:00:00,1651.2,1654.01,1646.2,1647.28,13574.4552
2023-01-21 09:00:00,1647.29,1665.48,1644.81,1662.28,28320.4814
2023-01-21 10:00:00,1662.28,1679.26,1616.21,1641.25,101287.0817
2023-01-21 11:00:00,1641.25,1650.0,1632.6,1647.04,19960.8549
2023-01-21 12:00:00,1647.04,1660.0,1645.31,1658.59,20043.09
2023-01-21 13:00:00,1658.58,1658.59,1645.5,1650.54,15609.847
2023-01-21 14:00:00,1650.54,1654.0,1646.72,1649.01,9528.6905
2023-01-21 15:00:00,1649.01,1667.29,1643.29,1647.26,35896.1938
2023-01-21 16:00:00,1647.27,1661.39,1645.84,1657.77,18836.5695
2023-01-21 17:00:00,1657.78,1661.49,1647.27,1655.34,18030.8741
2023-01-21 18:00:00,1655.34,1661.96,1649.88,1661.21,9682.1406
2023-01-21 19:00:00,1661.21,1668.88,1658.09,1663.19,13930.5958
2023-01-21 20:00:00,1663.18,1667.97,1654.13,1654.19,12146.1132
2023-01-21 21:00:00,1654.19,1664.57,1651.71,1663.27,10377.9623
2023-01-21 22:00:00,1663.26,1663.67,1625.99,1628.96,12751.2182
2023-01-21 23:00:00,1628.96,1643.9,1622.09,1626.66,34804.1549
2023-01-22 00:00:00,1626.65,1636.49,1622.55,1632.35,13924.6321
2023-01-22 01:00:00,1632.34,1633.13,1614.71,1623.89,23960.3893
2023-01-22 02:00:00,1623.88,1625.57,1604.0,1615.68,17542.4438
2023-01-22 03:00:00,1615.68,1622.85,1615.67,1622.5,11131.9434
2023-01-22 04:00:00,1622.51,1628.85,1620.77,1626.18,12456.2961
2023-01-22 05:00:00,1626.18,1631.09,1625.76,1627.73,12794.9788
2023-01-22 06:00:00,1627.72,1631.15,1626.5,1628.79,8155.9762
2023-01-22 07:00:00,1628.79,1630.0,1626.87,1627.08,7846.5097
2023-01-22 08:00:00,1627.07,1631.55,1620.83,1631.35,14179.8084
2023-01-22 09:00:00,1631.35,1631.85,1622.62,1624.92,13714.8811
2023-01-22 10:00:00,1624.92,1627.74,1620.0,1625.61,10884.6975
2023-01-22 11:00:00,1625.61,1628.33,1618.47,1624.57,9986.6389
2023-01-22 12:00:00,1624.57,1634.93,1620.18,1633.61,14592.638
2023-01-22 13:00:00,1633.61,1638.84,1629.88,1632.01,12468.0718
2023-01-22 14:00:00,1632.01,1645.61,1630.77,1642.51,21972.6883
2023-01-22 15:00:00,1642.5,1650.51,1617.54,1635.51,48063.4913
2023-01-22 16:00:00,1635.5,1640.81,1629.61,1636.71,13393.6964
2023-01-22 17:00:00,1636.71,1663.89,1635.36,1656.63,32756.0292
2023-01-22 18:00:00,1656.64,1659.7,1646.02,1646.56,16107.6199
2023-01-22 19:00:00,1646.55,1648.14,1632.41,1635.1,16117.3121
2023-01-22 20:00:00,1635.11,1636.34,1607.06,1614.08,54704.3606
2023-01-22 21:00:00,1614.08,1630.12,1607.35,1627.58,22608.232
2023-01-22 22:00:00,1627.58,1629.72,1620.79,1628.71,9453.5406
2023-01-22 23:00:00,1628.72,1632.93,1623.86,1627.44,12912.8154
2023-01-23 00:00:00,1627.43,1639.09,1625.68,1635.74,17220.4639
2023-01-23 01:00:00,1635.73,1642.19,1635.51,1635.64,13275.9605
2023-01-23 02:00:00,1635.65,1640.89,1635.64,1640.89,6955.8145
2023-01-23 03:00:00,1640.89,1642.58,1628.33,1630.41,11841.3461
2023-01-23 04:00:00,1630.41,1636.06,1628.41,1635.99,7977.1846
2023-01-23 05:00:00,1636.0,1636.73,1631.38,1632.2,6986.0743
2023-01-23 06:00:00,1632.19,1637.75,1631.16,1637.18,7149.2173
2023-01-23 07:00:00,1637.18,1638.0,1627.88,1633.3,12458.9074
2023-01-23 08:00:00,1633.31,1639.26,1630.72,1631.41,9554.0036
2023-01-23 09:00:00,1631.4,1635.0,1630.3,1634.75,7889.4319
2023-01-23 10:00:00,1634.76,1640.0,1633.51,1637.08,13436.8784
2023-01-23 11:00:00,1637.09,1638.07,1633.42,1636.67,10901.59
2023-01-23 12:00:00,1636.66,1639.01,1630.0,1635.24,12737.5651
2023-01-23 13:00:00,1635.25,1636.68,1613.48,1622.57,27050.5558
2023-01-23 14:00:00,1622.57,1648.09,1585.29,1599.13,59869.0705
2023-01-23 15:00:00,1598.92,1626.35,1594.61,1620.85,46998.0239
2023-01-23 16:00:00,1620.84,1625.76,1612.38,1619.82,22345.2418
2023-01-23 17:00:00,1619.83,1629.28,1615.29,1629.02,19807.9856
2023-01-23 18:00:00,1629.03,1640.49,1626.06,1628.85,26815.544
2023-01-23 19:00:00,1628.85,1630.57,1610.04,1619.88,27357.8436
2023-01-23 20:00:00,1619.89,1635.26,1618.65,1634.8,13128.4739
2023-01-23 21:00:00,1634.8,1635.5,1629.53,1631.84,9298.6748
2023-01-23 22:00:00,1631.84,1635.75,1622.13,1627.47,8959.6926
2023-01-23 23:00:00,1627.47,1630.48,1624.72,1626.29,7251.5715
2023-01-24 00:00:00,1626.28,1633.97,1622.8,1631.87,12071.3902
2023-01-24 01:00:00,1631.87,1638.62,1627.45,1637.89,13875.5117
2023-01-24 02:00:00,1637.89,1641.46,1635.18,1635.18,12921.8575
2023-01-24 03:00:00,1635.19,1639.42,1633.25,1639.01,9169.5331
2023-01-24 04:00:00,1639.02,1640.78,1635.39,1636.47,9205.7706
2023-01-24 05:00:00,1636.46,1639.28,1634.38,1637.99,11143.0834
